           50   0.856289E-04   0.118326E-03   0.186690E-03   0.144895E-03   0.435099E-02   0.650442E-02   0.885360E-02   0.749297E-02
          100   0.816033E-04   0.112803E-03   0.205461E-03   0.159788E-03   0.421937E-02   0.561721E-02   0.988840E-02   0.761407E-02
          150   0.793433E-04   0.110458E-03   0.212184E-03   0.169809E-03   0.568862E-02   0.737603E-02   0.835887E-02   0.695796E-02
          200   0.846512E-04   0.119138E-03   0.205070E-03   0.165723E-03   0.643274E-02   0.814628E-02   0.805262E-02   0.924423E-02
          250   0.855023E-04   0.120895E-03   0.205783E-03   0.158788E-03   0.700920E-02   0.870635E-02   0.810181E-02   0.110367E-01
          300   0.815672E-04   0.115454E-03   0.217435E-03   0.162810E-03   0.737263E-02   0.902332E-02   0.830146E-02   0.122704E-01
          350   0.819144E-04   0.115828E-03   0.226601E-03   0.168549E-03   0.767326E-02   0.929537E-02   0.941163E-02   0.125403E-01
          400   0.865505E-04   0.122768E-03   0.236130E-03   0.175800E-03   0.787891E-02   0.948546E-02   0.975760E-02   0.120606E-01
          450   0.949534E-04   0.134678E-03   0.243752E-03   0.182598E-03   0.794141E-02   0.953646E-02   0.104728E-01   0.125494E-01
          500   0.101755E-03   0.144795E-03   0.234976E-03   0.184991E-03   0.782379E-02   0.940683E-02   0.102262E-01   0.127268E-01
          550   0.102358E-03   0.146289E-03   0.190074E-03   0.192945E-03   0.756445E-02   0.105434E-01   0.685207E-02   0.126582E-01
          600   0.884335E-04   0.125477E-03   0.225645E-03   0.194958E-03   0.717086E-02   0.875685E-02   0.140850E-01   0.134415E-01
          650   0.839992E-04   0.119775E-03   0.218945E-03   0.208093E-03   0.659394E-02   0.817003E-02   0.138539E-01   0.136823E-01
          700   0.892548E-04   0.129221E-03   0.186492E-03   0.209380E-03   0.577955E-02   0.729960E-02   0.102669E-01   0.129137E-01
          750   0.848904E-04   0.123065E-03   0.185594E-03   0.204358E-03   0.539212E-02   0.694533E-02   0.834309E-02   0.113194E-01
          800   0.754202E-04   0.108829E-03   0.190489E-03   0.196551E-03   0.507968E-02   0.650821E-02   0.863278E-02   0.930858E-02
          850   0.724533E-04   0.104138E-03   0.176129E-03   0.186870E-03   0.456646E-02   0.583653E-02   0.763801E-02   0.862059E-02
